测试情景编号,问题二方案七年利润/元,问题三方案七年利润/元,配对利润差Q3-Q2/元,问题二方案滞销率,问题三方案滞销率
960,36894238.838034995,41296878.879148096,4402640.041113101,0.2807813942245798,0.11173964175278424
961,36206287.19428688,40274799.4583575,4068512.264070615,0.2706915374384105,0.10509573123423323
962,36535262.04712951,41016274.39614412,4481012.34901461,0.2794121832607709,0.10687397076153979
963,36472827.45157846,40675978.80705106,4203151.355472602,0.27117153174207703,0.10340892650370587
964,36648109.83582601,40818359.731987976,4170249.896161966,0.2678643404300892,0.10825410620504643
965,36611883.25033626,40783924.25712527,4172041.0067890137,0.2707012556143239,0.1058618287866236
966,35550443.31844723,39833502.85812473,4283059.539677501,0.2771713619829722,0.11127960854335675
967,35904900.960681275,40168805.91343865,4263904.952757373,0.27025715292814184,0.1053671652845984
968,36454103.51503201,40789258.419884056,4335154.904852048,0.2732239985817584,0.10537304793310084
969,36490134.01962869,40740833.88654123,4250699.866912544,0.2698690763983846,0.1076603829544178
970,36280016.347677186,40492401.498956144,4212385.151278958,0.26970010432463615,0.10561269517266675
971,35662339.644498624,39883485.31621887,4221145.671720244,0.27285086280004395,0.10435783943946413
972,35801164.72531617,40183416.982668914,4382252.257352747,0.274046627303973,0.10344303302805254
973,37003833.49990166,41441460.53329367,4437627.033392012,0.284579512002533,0.11446496715707705
974,36363994.11186558,40645774.40773006,4281780.295864478,0.27391897993333947,0.10391237830878126
975,36521659.496515155,40769736.462704174,4248076.966189019,0.27066232170080423,0.10749742607276223
976,36791368.07190104,41274348.029322416,4482979.957421377,0.28362019525381954,0.11499264244779221
977,35949740.000485085,40329027.49438123,4379287.493896142,0.2828304672846143,0.11507760737255325
978,36277037.59158195,40596961.27239759,4319923.680815645,0.2766535002740026,0.11119841112145057
979,36006597.4978513,40350153.783813365,4343556.285962068,0.2851251483003671,0.11603983063156222
980,36513127.392735116,40982717.40822463,4469590.015489511,0.27467116087193594,0.10683002617342817
981,36930745.1160606,41445322.86548202,4514577.749421418,0.27981408118202006,0.11110621017198757
982,36962483.64017454,41200836.89172104,4238353.251546502,0.2704729322557739,0.1035259043594764
983,36530625.17746112,40806506.70551516,4275881.528054044,0.2612055060945674,0.09096095216813536
984,36576281.41753735,40831144.59540455,4254863.177867204,0.2664735421254331,0.09766126029573671
985,36370717.30558182,40536224.174239576,4165506.868657753,0.2710249766050413,0.1049230015274738
986,36381499.60196913,40713088.957463905,4331589.355494775,0.2714987806351807,0.10383701685751845
987,36781215.3059635,41096639.61531187,4315424.309348367,0.2759601823304041,0.10437132627523915
988,36111513.47298001,40349370.75668554,4237857.283705533,0.27835931194816343,0.1108147482501456
989,36442577.74306631,40896203.261652395,4453625.518586084,0.2824985374017896,0.1083047672560659
990,35858591.88018623,40140730.46801943,4282138.587833203,0.27031007075691726,0.10309293225166213
991,36426536.71104087,40874861.56168305,4448324.850642182,0.27805812619423864,0.11189327761873542
992,36040399.324814156,40518165.08845164,4477765.763637483,0.27031402674897403,0.1008038644185318
993,36798663.71324409,41166137.7858316,4367474.072587512,0.27869344616336567,0.10956360711960236
994,36754179.8956865,40832247.06885697,4078067.1731704697,0.26349478150453315,0.1009855504531326
995,36488237.92777769,40713812.37779714,4225574.450019449,0.26713840845419773,0.10263382786176366
996,36673567.54334333,40951504.355195954,4277936.8118526265,0.2735856954838188,0.10644775289166726
997,36308108.252518445,40509816.72344996,4201708.470931515,0.27069011518514824,0.10299138353099431
998,35648048.14769286,39955662.1209568,4307613.973263942,0.2698152191104601,0.10083674279226533
999,36498762.887292445,40779434.71502055,4280671.827728108,0.2766701902318341,0.10814569415853661
1000,36209479.186140195,40440957.0894129,4231477.903272703,0.26960922565338613,0.10621666262245431
1001,36849349.37353471,41189731.82141394,4340382.4478792325,0.27095042326161056,0.09593512489860614
1002,36292946.71872601,40592448.339382276,4299501.620656267,0.2788035583639232,0.10605210024923269
1003,35735448.37038116,40052703.0506067,4317254.680225536,0.27458162731130975,0.10343281797993013
1004,36742338.93832321,41008627.469640985,4266288.531317778,0.2732346339478334,0.10959806022316196
1005,35962840.89110057,40389645.81848367,4426804.9273831025,0.281000521643909,0.11072300723476572
1006,36286815.27021629,40599331.24642543,4312515.976209134,0.2746720481241065,0.10217834721049499
1007,36318078.928625494,40572000.42623477,4253921.497609273,0.26082910459766706,0.0929490898305947
1008,36390060.37422802,40674787.725490764,4284727.351262741,0.26522504165876243,0.09894198261291376
1009,36744437.5816451,41119534.796763144,4375097.215118043,0.2739785918850937,0.10690891641248064
1010,36092101.40336981,40548455.85016252,4456354.446792714,0.27577168705403704,0.10432302745989015
1011,36739701.30812057,41099924.86621189,4360223.55809132,0.281113590211479,0.11979262876467481
1012,36511377.749086775,40846226.302926734,4334848.553839959,0.2761665686139819,0.10494685343067105
1013,36366114.50423471,40705449.91566018,4339335.411425471,0.27394357657885976,0.10725210043849795
1014,36862205.68006039,40997605.24686109,4135399.566800706,0.2739179207994945,0.11206640865219061
1015,36918669.312000744,41499143.91420282,4580474.602202073,0.29045042905806734,0.12031610230257242
1016,36934073.54920204,41388588.862241834,4454515.313039795,0.2786895827570682,0.10943192201929042
1017,36341004.478824824,40626513.15451025,4285508.675685428,0.2786378181400173,0.11413846111010527
1018,36549399.99828326,40957869.71003171,4408469.711748451,0.27770759938225215,0.11074629099813607
1019,36481411.32266576,40875333.29197873,4393921.969312973,0.27965805083953715,0.11562917475608511
1020,36147983.86085947,40443012.25591122,4295028.395051755,0.2792975517965838,0.11061935926491073
1021,36486318.313556924,40722638.94425406,4236320.630697139,0.26759769909310727,0.09675229654427363
1022,36999455.24748917,41286603.79301059,4287148.545521423,0.280515327390043,0.11565271596669256
1023,36480722.10865759,40790111.72244166,4309389.613784067,0.2674346589926313,0.10183787536126275
1024,37069820.447418794,41274656.097596176,4204835.650177382,0.27175405019378734,0.10670046866642457
1025,36332220.760345034,40561432.802427,4229212.042081967,0.2656750894475315,0.09928489556448947
1026,35916293.854092814,40194174.53728939,4277880.683196574,0.26607356667302434,0.1009131538020447
1027,35563804.42100278,39637423.869692825,4073619.448690042,0.27829561517419893,0.11741890069079716
1028,36731311.06150063,41113377.69400248,4382066.632501848,0.27235724179814436,0.10635614146052834
1029,36484216.094523735,40985462.65170709,4501246.557183355,0.2787291763594184,0.10847577266378552
1030,36610302.20581349,40889373.24829486,4279071.04248137,0.27199958082523146,0.10920543842981666
1031,36303948.13813159,40606789.407588944,4302841.269457355,0.28039403140602204,0.11452815886193823
1032,36841150.049944684,41100761.35897473,4259611.309030049,0.2714162238613157,0.10349479292764123
1033,36328606.97860797,40665198.769355185,4336591.790747218,0.2795726832723211,0.11343006827851286
1034,35794152.47594595,40121466.66653638,4327314.190590434,0.279786049347387,0.11455368595980919
1035,36095244.87667978,40384112.9432607,4288868.066580921,0.2773519942366325,0.10828640721210464
1036,36303074.74251331,40676869.24991101,4373794.507397704,0.28455832776869927,0.11716870124767136
1037,36264304.67199129,40744336.865622446,4480032.193631157,0.27869686539335503,0.11337751090102678
1038,37109844.594255604,41445621.66071917,4335777.066463567,0.2758728491775925,0.10768317355538087
1039,36425695.365707144,40547905.6618977,4122210.2961905524,0.26474265019019144,0.09702443231769133
1040,36166502.37022848,40577574.52971577,4411072.159487292,0.2717389544353629,0.10085488332211832
1041,36698402.717977434,40653196.65422467,3954793.936247237,0.26206062707706845,0.09769024017387386
1042,36583194.31508779,41151335.55556865,4568141.240480863,0.2817691707061004,0.10679161120290302
1043,36820668.65911564,41160597.74175918,4339929.082643539,0.28049562619749335,0.11599152241351543
1044,36646459.975005716,40805365.9372261,4158905.9622203857,0.27235249676797657,0.10899259844314138
1045,36133012.98005892,40267088.147829324,4134075.1677704006,0.2696446826553046,0.10247780481934611
1046,36420499.94839687,40668850.420358114,4248350.471961245,0.2731290155894037,0.1055361589085911
1047,36209722.983917944,40392895.46573945,4183172.481821507,0.26431041162333163,0.0959114932457086
1048,36231463.37240147,40682233.18352948,4450769.811128013,0.2843350527967024,0.1173468046264237
1049,36114671.29006746,40372982.504224755,4258311.214157298,0.2869541818098258,0.11793182965097276
1050,36561051.83186131,41022706.36002183,4461654.52816052,0.28441690149278903,0.11780884601281454
1051,36834804.4851532,41277993.953884736,4443189.468731537,0.28659033830182346,0.1149487611268104
1052,36193437.8695269,40451130.4319396,4257692.562412702,0.26608399172825625,0.09454880814802002
1053,36412483.353461556,40577885.547274224,4165402.1938126683,0.2726970220243909,0.10642378605994708
1054,36233532.2788869,40583337.60109043,4349805.322203532,0.28181080759484683,0.11322244724308654
1055,36710047.885962985,41036121.101699084,4326073.215736099,0.28274274183714376,0.11750873215359349
1056,36109269.609069675,40224397.18701239,4115127.577942714,0.264466864780133,0.09983668847299743
1057,35636787.59643963,39614756.4303815,3977968.8339418694,0.2680079006025383,0.1040570043894469
1058,36999591.50017959,41279415.4720046,4279823.971825011,0.28188405294825786,0.11733251895672579
1059,36100898.392486796,40488254.00868175,4387355.616194956,0.2730066660738025,0.10004533340912646
1060,36837500.1033344,41128046.95665711,4290546.853322715,0.26542907742276656,0.09486557349819841
1061,36788290.53476037,40960081.82382833,4171791.2890679613,0.27396334859887983,0.11322315926703082
1062,35988382.64171101,40407970.18244465,4419587.540733635,0.26811024449310916,0.09527907714710314
1063,36607242.93284367,41149854.11737492,4542611.184531249,0.2745667270177919,0.10463909381221882
1064,36324669.0455837,40688835.390475154,4364166.344891451,0.27186137339648636,0.09990496264382047
1065,36605598.49716953,40983990.691846445,4378392.194676913,0.2804332337198188,0.11189398086329545
1066,36580732.745261304,41061799.18732907,4481066.442067765,0.2728113829810672,0.10226457923310996
1067,37127356.46827206,41407126.803518236,4279770.3352461755,0.27622051061609926,0.10777306195956442
1068,36073363.064049564,40229342.72099879,4155979.656949222,0.27168508343116654,0.10506440591070726
1069,36352928.36681366,40753794.622025736,4400866.255212076,0.2863224550849214,0.12333966529777694
1070,36455293.68743414,40633775.10302066,4178481.4155865237,0.27475117352343675,0.10784837649826176
1071,36470004.98139317,40852258.448914364,4382253.467521191,0.2771368671384124,0.11317185802682427
1072,36181003.866124906,40359077.56907454,4178073.7029496357,0.2721676380399418,0.11032922212191784
1073,36289149.3978583,40617939.74957446,4328790.351716161,0.27054781410776924,0.10215565712106162
1074,37122437.47557742,41585759.00210557,4463321.52652815,0.27355454275712826,0.10602488309541003
1075,35814991.2221164,40131772.47882742,4316781.256711014,0.26875352184590945,0.09915274443388251
1076,36504608.65331984,40773937.07282707,4269328.419507228,0.2669927636183111,0.10135146316612667
1077,36160839.37106554,40456245.9175549,4295406.546489358,0.2679067070352685,0.0943746740311677
1078,36433723.155460484,40643431.33072239,4209708.175261907,0.2749123129507381,0.11291523324588738
1079,35934474.42494325,40389684.68184798,4455210.256904729,0.27236900043057094,0.1023700844222708
1080,36937978.18297805,41390319.1697902,4452340.986812152,0.2767758996397624,0.10755867314883928
1081,36541965.39093867,40902251.360390455,4360285.969451785,0.28493490155554707,0.11188599625933049
1082,36638708.21938802,41020881.26878389,4382173.049395867,0.27403027427949456,0.10656688851888209
1083,36459145.89282219,40656069.16219185,4196923.269369662,0.27145339682857705,0.10046036958936765
1084,36069216.729836464,40186003.61667828,4116786.8868418187,0.27027316849716526,0.10523654104847009
1085,36710325.749835216,40973682.93321853,4263357.183383316,0.2734527734307646,0.10710202104245473
1086,36464952.54213321,40675547.29587635,4210594.753743134,0.2756676960741905,0.10666874948575625
1087,36563337.18602282,41063256.695990436,4499919.509967618,0.27982369117777167,0.10943089283154442
1088,36512127.270957425,40638442.676231354,4126315.4052739292,0.27221607433335104,0.10557629508463626
1089,36791115.80906461,41144662.27970095,4353546.470636338,0.27007511766243886,0.10006412885536525
1090,36111326.86270861,40345372.09943433,4234045.236725718,0.27569261486590996,0.10868576095461312
1091,36027890.179645896,40268467.80901587,4240577.629369974,0.27684908013847204,0.11267658335958841
1092,36645458.32558054,41113691.58506855,4468233.259488016,0.28001406211715896,0.10718172093117104
1093,36915915.15041555,41357827.85465845,4441912.7042429,0.2833175624582405,0.12002900456520742
1094,36580106.89510836,40868655.47133306,4288548.5762247,0.27246223033469524,0.10491004516514708
1095,36066615.68530782,40431889.48387156,4365273.798563734,0.27589666654503037,0.10173468952019007
1096,36868608.748484306,41244993.381298706,4376384.6328144,0.27230404138794595,0.1001590320801976
1097,35829164.39861581,39953029.52732885,4123865.1287130415,0.27127196404759696,0.10384666240786537
1098,35939186.50814253,40063507.84297822,4124321.334835686,0.26794235207176237,0.10315014323026044
1099,35983183.1860757,40123440.39057277,4140257.204497069,0.26254148689127016,0.09381726362338569
1100,35833576.388548814,39999477.805820614,4165901.4172718003,0.27534837760298997,0.10680436937415587
1101,36670694.07372017,40993751.622694865,4323057.548974693,0.27045870802078587,0.10565086997479618
1102,36423131.350087866,40759743.89567472,4336612.545586854,0.2744288777907363,0.10923977692378695
1103,36186769.78740394,40580179.1678023,4393409.380398355,0.2728378120912963,0.10440105716438523
1104,36142083.68514863,40253448.50059646,4111364.815447837,0.27226060098872257,0.10470717471234361
1105,36788326.51956865,41235374.89261733,4447048.373048678,0.2760986329688731,0.10933151226799323
1106,36069168.785399154,40464438.286961,4395269.501561843,0.2697520978808745,0.09678344537265297
1107,36979812.242393315,41216967.46910195,4237155.226708636,0.26953008682384716,0.1026974545016959
1108,36540310.98087976,40782465.151096106,4242154.170216344,0.2675674642014913,0.1015017911260663
1109,36496970.733990975,40911640.53568238,4414669.8016914055,0.28203637790509745,0.11523206672685954
1110,36069117.57117781,40374645.36028673,4305527.789108917,0.2762514097551891,0.10500329458966197
1111,36377892.62684599,40649563.88357465,4271671.256728657,0.2758441322032543,0.11176188409168805
1112,36619858.489789054,40811821.298915006,4191962.8091259524,0.2707210371660266,0.10330103883004595
1113,35977746.26264632,39991794.56379274,4014048.3011464253,0.26170309611567255,0.0958252084076955
1114,35636406.4524164,40016900.11246493,4380493.6600485295,0.2748509930222913,0.10149324790229211
1115,36825431.859075844,41348145.58039765,4522713.721321806,0.27925879485682875,0.10868861367649837
1116,36091918.40745478,40464903.17337619,4372984.765921406,0.282617106225793,0.10989810676078486
1117,36391382.4949891,40641942.20862228,4250559.71363318,0.2734535203745761,0.10865392225786191
1118,36583479.783724666,41178259.00936078,4594779.225636117,0.27670741356565176,0.10794198350696044
1119,36521050.60411396,41040229.7402163,4519179.136102341,0.27732460395446545,0.10409064065574117
1120,36457577.57119599,40817576.44357324,4359998.872377247,0.26261289921477454,0.09475670250080685
1121,36405346.439046375,40807536.10717567,4402189.668129295,0.28269805155181943,0.11113592409397592
1122,36404320.04013513,40664075.87273912,4259755.832603991,0.2613567336366215,0.0924925518489594
1123,35968104.82786798,40237039.95358626,4268935.125718281,0.2744270276822246,0.10610949104833632
1124,36565297.91434771,40875971.84813818,4310673.933790475,0.2693699058924774,0.09966660178896822
1125,36566280.20170083,40955971.83308226,4389691.63138143,0.2792992197736842,0.11572608003656393
1126,36806065.86230633,41129425.20804828,4323359.34574195,0.2730895506393954,0.10812016537583484
1127,36286380.15408522,40694154.894485615,4407774.740400396,0.27611203748093993,0.10851241625649936
1128,36341491.631732315,40649293.43150287,4307801.799770556,0.27916882359581113,0.11317754822114727
1129,35425136.419762194,39665471.51174797,4240335.091985777,0.27447140061948433,0.10500224420165885
1130,35709298.948678814,40083665.62865171,4374366.6799728945,0.27462665877107834,0.10316082988243522
1131,36190931.17786424,40429075.4148683,4238144.237004064,0.26237362907117634,0.09704395144496354
1132,36124789.79910473,40593205.26048925,4468415.46138452,0.2801350538378762,0.11085333822340494
1133,36221437.3393717,40506354.58223769,4284917.242865987,0.2681120925943046,0.10247725006949031
1134,36455491.17511791,40766058.79605568,4310567.620937772,0.26720653573225156,0.10043662121121166
1135,36238345.107028656,40263200.48096603,4024855.373937376,0.275187106826755,0.11383289073388136
1136,36122037.01320764,40272654.3583464,4150617.345138766,0.26276537322126087,0.09596906697651406
1137,36283530.476181306,40657489.28206734,4373958.805886038,0.28297474934870576,0.11713280672125308
1138,36106661.74095156,40294749.659011565,4188087.9180600047,0.28136375895072924,0.11990999318194107
1139,36226536.91165113,40523749.38426726,4297212.472616136,0.27145163549399165,0.10190533677017848
1140,36488916.41995208,40855160.117715836,4366243.697763756,0.2764623136391908,0.10709126134182204
1141,36383547.607478246,40622413.0015797,4238865.394101456,0.28114615083020333,0.10877959163218633
1142,36561109.219958186,41021473.39707573,4460364.177117541,0.2732800727622033,0.10250208744426596
1143,36528066.35254119,40832284.59022003,4304218.237678833,0.26948673463219364,0.10101728860265526
1144,36370059.2720973,40510852.28565891,4140793.013561614,0.27544079126221954,0.11005995790240049
1145,36383750.23038652,40895845.147783734,4512094.917397216,0.2844049595645186,0.1116718348523241
1146,36126849.07488786,40608203.63282992,4481354.557942063,0.2813550761594287,0.10360391212893952
1147,36538189.794456296,40942689.23374625,4404499.439289957,0.27436411989460574,0.10864098533396027
1148,36367861.387507714,40755196.15988563,4387334.772377916,0.27202446985345613,0.10062799506636835
1149,36106978.243196666,40509490.43414244,4402512.190945774,0.2811955965394267,0.11225468063445575
1150,36419298.95048678,40653578.27595277,4234279.325465992,0.2716113841226246,0.10808842831172961
1151,36905600.32472332,41174027.65865633,4268427.333933011,0.2658925945778813,0.09888700713209324
1152,36291847.714264475,40516072.09573701,4224224.381472535,0.27382624408953493,0.10484289264308778
1153,36264610.26340267,40565001.71054684,4300391.447144173,0.27124161340640607,0.09623243922794081
1154,36342926.16056282,40574986.57095979,4232060.410396971,0.2790256937938245,0.11472715868052019
1155,36698381.50949082,41322757.96500658,4624376.455515765,0.2844858204824219,0.11214377583182807
1156,36133546.39087698,40437258.44208549,4303712.051208511,0.2739006974926865,0.10445996053765753
1157,36332976.39690265,40553705.97812678,4220729.581224129,0.26692260410736734,0.09649145320555709
1158,36290287.11765947,40846588.38689932,4556301.26923985,0.27567495789408875,0.10641665303424287
1159,36047928.693286,40231676.50741411,4183747.8141281083,0.27636933184602647,0.10819715954331616
1160,36414739.93629012,40723316.59180633,4308576.655516207,0.2621956671762502,0.09674175057810933
1161,36130377.709593184,40640497.49549248,4510119.785899296,0.2717845244965071,0.10224351515278025
1162,36134045.06888717,40385533.83189425,4251488.763007082,0.27155897033502113,0.10770357993537802
1163,36719229.341742896,41046009.48703979,4326780.145296894,0.26451295858472224,0.09529269615532601
1164,36390759.29753403,40599351.39309012,4208592.095556088,0.25965642237500325,0.09421676741834097
1165,36483304.471185684,40797435.19050522,4314130.719319537,0.2735352009809676,0.10408712432742737
1166,36419966.186490774,40519497.720377654,4099531.5338868797,0.27207908505350714,0.10781082942959926
1167,36009204.45221423,40251074.047179125,4241869.594964892,0.2711119541050289,0.10603345241214338
1168,36049469.20801111,40174075.362749204,4124606.154738091,0.2776884226630045,0.10912190932827533
1169,36250645.18123688,40684574.656930104,4433929.475693226,0.27793046318223136,0.10806130706745742
1170,36746841.138530135,41264041.03167314,4517199.893143006,0.28175436814583155,0.11596774431465434
1171,36808495.20157754,41027154.5453959,4218659.3438183665,0.27907683295466973,0.11723905941782815
1172,35604765.95742832,39861587.511318386,4256821.553890064,0.28295884698427043,0.11502143087820105
1173,36218818.20211683,40320127.464818366,4101309.2627015337,0.26803667466599773,0.10172112041473472
1174,35682526.57950405,39841485.2040836,4158958.624579549,0.26272052319369643,0.09534115803967473
1175,36326213.17324171,40684354.747840285,4358141.574598573,0.27727547669414315,0.10524366694917361
1176,36846531.55816697,41376137.25550111,4529605.697334133,0.28072544817516554,0.11483488419725335
1177,36791220.924770296,41123630.89244917,4332409.967678875,0.27265149365014285,0.09981435204638518
1178,36176785.07854667,40252152.334653676,4075367.2561070025,0.2793846696984134,0.11616886405515824
1179,37229834.85778473,41529485.66205535,4299650.804270618,0.2764502280641034,0.10864059813260579
1180,36419230.35819567,40645096.20978505,4225865.851589382,0.2813139260508168,0.11987028048701938
1181,36720173.93641193,40865816.19147917,4145642.2550672367,0.2738675714692485,0.1068261356036736
1182,36017177.94979483,40413054.84079762,4395876.891002789,0.28359855853431754,0.11678151134506083
1183,36608428.97966097,40632509.56528893,4024080.585627958,0.2707896827469211,0.10773059535878454
1184,36230661.3689501,40627106.058861755,4396444.689911656,0.2773528004397438,0.10773663639061608
1185,36442099.01143746,40756082.88130969,4313983.869872227,0.28142325315650707,0.11403231376764278
1186,36085974.82084895,40390629.08882527,4304654.267976321,0.2759346546767817,0.10755712988936969
1187,36504524.1195129,40816562.03336036,4312037.913847461,0.2742123011552367,0.10621902643589246
1188,36596565.43195908,41028327.639649235,4431762.207690157,0.28278285778672047,0.11363826178773405
1189,35853027.09684464,40201380.201535664,4348353.104691021,0.2764959635580532,0.10633792985896295
1190,36725785.12706785,41135837.17877725,4410052.051709399,0.28939810859452636,0.1179755572692323
1191,36565030.23848172,40792711.12548693,4227680.88700521,0.27175594268767317,0.10804914053957101
1192,35837170.97538828,39867422.28820718,4030251.3128188998,0.2649908293039202,0.10073066449461868
1193,36284276.910838336,40571726.53182038,4287449.620982043,0.27336741417942817,0.11087484297141958
1194,36479136.72947708,40864472.63176819,4385335.902291112,0.26063825867378004,0.09182529599800712
1195,36135667.534693405,40439468.775737554,4303801.241044149,0.2787742429498263,0.1085666969658778
1196,36974872.67886425,41491329.39665965,4516456.717795402,0.28027790507935585,0.11552202875465452
1197,36640884.992564164,40877248.72718359,4236363.734619424,0.28751409474506723,0.1191535978164541
1198,36170581.16540553,40347823.28062926,4177242.1152237356,0.2779297799073493,0.11631173785517598
1199,36169450.4404828,40411625.30411949,4242174.863636687,0.2687488400723826,0.09889269197793402
1200,36585865.57587543,41070145.73316147,4484280.1572860405,0.28667160037321254,0.1167053153737072
1201,36084808.85566304,40484223.6452142,4399414.789551161,0.2724388275710927,0.09957252041679532
1202,36268050.77147284,40507090.85940128,4239040.087928437,0.2692898113349594,0.10248734582877311
1203,36255632.96712634,40546734.33686778,4291101.36974144,0.26886854090928175,0.1002938973937408
1204,36339445.943581216,40762596.7111136,4423150.767532386,0.277492482376776,0.10884876631069156
1205,37048233.66953434,41485784.24666344,4437550.577129096,0.27408699846541235,0.10493678787824665
1206,36409987.55453333,40605632.967286125,4195645.412752792,0.2748812197343286,0.11031767841042997
1207,36030959.58914097,40318475.395371914,4287515.806230947,0.2741511416295023,0.10550993879102248
1208,36383741.990987584,40681184.859928906,4297442.868941322,0.2703852799421606,0.10492657363390707
1209,35947850.71233177,40344154.82262345,4396304.110291675,0.2771962056014749,0.10774147286505208
1210,36793753.31735775,41272781.473935224,4479028.156577475,0.28251724842900144,0.11870094108560128
1211,36448741.964702174,40729023.85155903,4280281.886856854,0.27670943530788256,0.10805192814640999
1212,36213030.54177543,40655996.769482136,4442966.227706708,0.2714745495988106,0.10241606556691198
1213,36394831.19323665,40556355.22651957,4161524.0332829207,0.2726281853360486,0.1115751572494979
1214,36083734.011813655,40363052.585047655,4279318.573233999,0.27362023561985876,0.10671039224708245
1215,36897748.31254845,41307150.39098385,4409402.078435399,0.2875932306811692,0.11882265776409459
1216,36410491.96707811,40861296.885302074,4450804.918223962,0.275767095927424,0.10891954299847363
1217,36404034.935273245,40751726.312283374,4347691.377010129,0.27818462785318,0.11401981867351811
1218,36671859.36926328,40843529.43294052,4171670.063677244,0.2773301883111874,0.11031415971036626
1219,36248981.299194805,40431923.96182677,4182942.662631966,0.27103413966453477,0.10473502971932229
1220,36461118.46807436,40639120.798856065,4178002.3307817057,0.28003395227364963,0.11677632118730985
1221,36985714.97652118,41296628.7953496,4310913.818828419,0.2851651881806395,0.11621074731092068
1222,36514856.79805656,40954849.96938947,4439993.171332911,0.28203108685072786,0.1085512868010943
1223,36674238.21440984,41024559.65519071,4350321.440780871,0.2784484678844344,0.10993319650256476
1224,36643039.946125895,41008192.836795785,4365152.89066989,0.271588700336598,0.10197225078710905
1225,36831962.74624027,41315778.13444537,4483815.388205096,0.277836108384208,0.10949923738852659
1226,36372601.79561628,40548296.1503852,4175694.3547689244,0.27604164218645066,0.11094498596625167
1227,36206558.26712496,40425452.69700953,4218894.429884575,0.26709162580272344,0.09975910331951518
1228,36462144.85478642,40835304.911793895,4373160.057007477,0.27460436469992555,0.10606091564054528
1229,36328974.136698246,40698257.913642615,4369283.776944369,0.27600672301198886,0.10551652031750473
1230,36634295.10470738,40852966.81389408,4218671.7091866955,0.27651491814583673,0.11202242724098542
1231,36056760.076673776,40389368.746559106,4332608.66988533,0.2683588035787268,0.09816450045996819
1232,36769422.58970235,41137688.218982995,4368265.629280642,0.27558239240053356,0.10943442314705466
1233,36343775.45186465,40552475.89660161,4208700.444736958,0.28293122392551245,0.12061313866985741
1234,36582702.98294366,41080792.32570952,4498089.34276586,0.28125276483234746,0.11495704465642997
1235,36154166.15608786,40412088.30641183,4257922.150323972,0.2775829043088511,0.10916971808324
1236,36255443.13810579,40628585.653339386,4373142.515233599,0.2781445174877005,0.10554987538287983
1237,36311515.06892496,40734292.509883314,4422777.440958351,0.27534642398643844,0.09929348661549048
1238,36384244.05408012,40803426.619802974,4419182.565722853,0.2738731427016213,0.10089861551172499
1239,36580253.0419276,40984346.189324126,4404093.147396527,0.26549547969728987,0.09314576723096213
1240,36426113.37544793,40774176.04746824,4348062.672020309,0.27339043326526424,0.10841899678327803
1241,36669490.05041677,40803722.55469375,4134232.5042769834,0.26908493943375383,0.10555132679198702
1242,36400800.72908275,40901782.09894483,4500981.36986208,0.27706003562612064,0.10434030015362103
1243,36374721.8648826,40835630.93016346,4460909.065280855,0.2749849694962262,0.10773157563896187
1244,36567665.29099976,41004413.69400479,4436748.403005026,0.27799371331352035,0.1047827798903042
1245,36517197.73587157,40958488.76056369,4441291.024692118,0.28144230633265893,0.11598461305651954
1246,36347564.93953907,40755057.16505714,4407492.22551807,0.2878653435534526,0.11795915847750305
1247,36483922.293488316,40790038.61482925,4306116.321340933,0.2769813919689689,0.11107130075056294
1248,36508003.73791169,41065154.495902404,4557150.757990718,0.2707969465098225,0.09580128560357846
1249,36522304.09294313,40840285.07546387,4317980.982520737,0.2617280971267585,0.09308139457480705
1250,35851660.982815824,40334484.56732703,4482823.584511206,0.27569121584725503,0.10252954103197282
1251,36525059.10997698,40571591.4737883,4046532.3638113216,0.2693180851154057,0.10319944955875109
1252,36120507.29744032,40381510.431759626,4261003.134319305,0.2676801070948284,0.09700015283381198
1253,35989057.7852287,40295357.033350214,4306299.248121515,0.2714997661179649,0.10476911281071621
1254,36068234.7289803,40397252.22394939,4329017.494969085,0.27200971021132797,0.10009303269467261
1255,36299565.697533876,40625918.387565285,4326352.690031409,0.27175107121590836,0.10125070288139694
1256,36444573.093892455,40503312.37226179,4058739.2783693373,0.2647287540691083,0.10191598174639006
1257,36658494.858762346,41042594.67205711,4384099.813294761,0.2706653667247915,0.09859975148082036
1258,36195697.696226396,40527911.34234059,4332213.646114193,0.27089633370590077,0.1049080193091889
1259,36227001.84493041,40589508.28903936,4362506.444108948,0.27426167861778544,0.10312380335475799
1260,36165404.613856584,40605731.29776492,4440326.683908336,0.2792834417784083,0.1071692003694037
1261,36444376.08167869,40679235.03173941,4234858.950060718,0.2708908718659268,0.10152598895231905
1262,36762131.16664033,41179236.56220783,4417105.395567507,0.27573225354317793,0.10483306741297022
1263,36825009.01459588,41260731.35902413,4435722.344428249,0.2811594935588365,0.10707942054375215
1264,36279197.55232395,40495444.736252055,4216247.183928102,0.26747254377565516,0.09778838296879387
1265,36186557.38032712,40386969.84616854,4200412.46584142,0.26861914513381124,0.0966209278470463
1266,36372119.61261267,40588036.799460694,4215917.186848022,0.2677166280385641,0.09764900169046416
1267,36231293.17189763,40562511.27193238,4331218.100034751,0.2729712297741538,0.10147772693216314
1268,36693847.2947527,41285826.887912296,4591979.593159594,0.28082412745465524,0.11002313176687707
1269,36657234.68785644,40971406.8006039,4314172.112747453,0.27315486306329906,0.10307011211631384
