训练情景编号,是否优化代表情景,销量相对中心路径偏差/%,亩产量相对基准偏差/%,成本相对中心路径偏差/%,可变价格相对中心路径偏差/%,销量扰动标准分数,亩产扰动标准分数,成本扰动标准分数,价格扰动标准分数
174,否,-0.383231569285177,0.6601889838372347,-0.15427574090545174,-0.06067114916832244,-2.069942432666607,1.8458703318017948,-0.7810561985722333,-0.3207439235615306
175,否,-0.05396647913125661,0.23889389401463482,0.1838955612999855,-0.13274081072380123,-0.31185274044970834,0.6676468401860265,0.7471237320901094,-0.579444655179568
176,否,-0.039171219677082314,-0.05254750624446888,0.16470157708897024,-0.02159515870648649,-0.232854407744899,-0.14741868635325156,0.660387036014981,-0.18047703312532984
177,是,-0.10112201769615138,-0.29176773180261933,0.19408634335965821,-0.02905161415015313,-0.5636366943548226,-0.8164388013062169,0.7931753885132939,-0.20724267121659423
178,否,0.13405249832306484,-0.444789602098332,-0.18418285429957806,0.013749846107288138,0.6920624515588979,-1.2443905307918572,-0.9162050127231816,-0.05360286156663969
179,否,-0.3095598475908169,-0.2662160211179447,0.16742265067717088,-0.1276824894004585,-1.6765770307705858,-0.7449790893206577,0.6726834373365144,-0.561287341840438
180,否,-0.023225124777736694,0.09444798666835408,-0.04636960843411996,-0.4352694011265652,-0.14771126347610714,0.26367925211181814,-0.29343355004274485,-1.665399077378723
181,否,0.12693016286790815,-0.4996938594561596,-0.11139446361867528,-0.2732890386129867,0.6540332011990481,-1.3979396401250563,-0.5872777587003325,-1.0839555491923183
182,否,0.25126175650107174,-0.024104238125503264,0.38382900436686046,-0.05757471558129467,1.3178937188177955,-0.06787224138945509,1.6506133930117508,-0.3096289881354206
183,是,-0.14954383157599935,-0.0746868624982585,-0.5217000248524402,-0.07990852983841966,-0.8221818435560648,-0.20933516783526784,-2.4414289537525864,-0.3897982849440631
184,否,0.0728008974388612,0.11272815039135484,-0.2501367599299101,0.18471602202537363,0.3650134829118955,0.31480284421940996,-1.2142475558832821,0.5600960768958302
185,是,-0.017697566278800533,-0.17612237185310786,0.22134017456647176,0.48270580803651664,-0.11819722171855924,-0.4930168505632097,0.9163341474389999,1.6297580399458658
186,否,0.11181770991334147,0.3285171983902548,0.20573781897076285,0.31806088504975416,0.5733412342762372,0.9182936793316013,0.8458278491903832,1.0387498249137683
187,否,-0.1867518017311358,0.03495846923057723,0.26677575550608407,0.12757210462127336,-1.0208513981313163,0.09730668180821198,1.1216553632756985,0.3549726876513637
188,是,0.27097228020178266,0.42629901336366804,-0.006194268965067269,0.26562848828968566,1.423136787647891,1.1917571832689826,-0.11188311366995116,0.8505388758187012
189,否,-0.4288480599698611,0.4529928489384193,-0.2174519681716515,-0.11761889220337542,-2.3135087397730225,1.266411042085007,-1.0665465461373238,-0.5251631267212856
190,否,0.16840315547746013,0.037402831235993556,0.32176487441545915,0.2668565763560533,0.8754755678287947,0.1041427565842253,1.3701485599901329,0.8549472117870355
191,否,0.1920355747423294,0.44399746884669555,0.07511348524684458,0.09314811615069922,1.0016593448344058,1.2412539291821612,0.25554273643482,0.23140458964256413
192,否,0.13235335939920845,0.6828530913122299,-0.02298572774309667,-0.09466486072403305,0.6829900089677929,1.909254369471895,-0.18776291229207084,-0.44276750269413334
193,否,0.22839439353561472,0.6080614425451901,-0.2745131466486104,-0.1310095196077513,1.1957949105324746,1.7000867819951262,-1.3244032808742567,-0.5732300252132383
194,否,-0.0784169986979586,-0.25901601406785235,-0.4642755384860222,-0.18064471136814117,-0.4424047112021247,-0.7248430429931535,-2.1819304480501645,-0.7514001476374955
195,否,0.1744235394801522,0.7448242078028667,-0.10836949950708856,0.3175954790272021,0.9076210195478719,2.082567154298491,-0.5736080906470321,1.0370792068487595
196,否,0.11629284568762369,0.5277471478554878,-0.3009551951126983,0.2147145875327864,0.5972359328376874,1.4754741743433135,-1.4438936324354086,0.6677787089043794
197,否,-0.04827184157339924,0.6893991446297681,0.09281519884820479,0.36482347329073256,-0.2814465908433224,1.9275615227770535,0.3355359330411296,1.2066084706905569
198,是,-0.09880488714905308,-0.27787609088430404,0.004273428928343262,0.19367159840763173,-0.5512645253876536,-0.7775884608620832,-0.06458008784658116,0.5922429485773063
199,否,-0.18002326182480544,0.3859424418719066,0.4006661465452906,-0.4308371995510306,-0.9849247936818145,1.0788931558418255,1.726699632733992,-1.6494892789209246
200,是,0.07177748781286022,-0.548105754842644,0.12401682056460306,0.12558441776263324,0.3595490532830309,-1.5333317531497286,0.476534568348604,0.3478377013969615
