测试情景编号,七年累计利润/元,七年销售收入/元,七年种植成本/元,七年总产量/斤,七年正常销量/斤,七年滞销率
679,36409115.18391083,43984470.23331914,7575355.049408309,11086493.824852586,8048678.871079622,0.274010431229673
680,36517994.10775166,44066728.17595373,7548734.068202074,11118803.571549118,8062919.007587076,0.27483933359354085
681,36419278.51679203,43955347.559897065,7536069.04310504,11015391.319397107,8026255.836349951,0.27135989965091467
682,36230912.27853524,43787371.90452335,7556459.625988107,10850624.017797966,7937271.84348916,0.2684962790646988
683,36434614.56128479,43994761.227931246,7560146.666646456,11078787.618285554,8056980.872720126,0.2727560857451524
684,36249258.520116515,43787605.70399029,7538347.183873776,10921189.761545213,7952126.675857184,0.2718626038476547
685,36431125.99806027,43972596.20853333,7541470.210473064,11064864.517475579,8005231.578942242,0.2765178853930861
686,36449386.52926941,44002157.395119816,7552770.865850401,11071590.470036188,8069725.008874501,0.27113227040738574
687,36273370.86314045,43827636.70925244,7554265.846111992,11131604.206909943,7992132.817160981,0.28203225082330324
688,36380581.16638655,43928039.21765818,7547458.051271626,11035887.891862903,8002699.986189275,0.27484765479632045
689,36445816.53353801,43991788.449641064,7545971.9161030445,11089631.908590568,8047393.243417818,0.27433179840857336
690,36197791.14121908,43746529.333963916,7548738.192744847,11017512.650711626,7987736.34874804,0.27499639873505305
691,36421632.30163377,43931137.48649293,7509505.184859163,11025964.227142803,8004999.694451645,0.2739864260809407
692,36488094.7013119,43993415.96277728,7505321.261465384,11008339.465280427,8000385.683034994,0.2732431891051616
693,36525399.62600967,44023660.51584716,7498260.889837498,11114355.086424341,8124312.529433043,0.26902528610440873
694,36374392.40060963,43933711.533228256,7559319.132618627,10987038.714798681,7986459.554990249,0.2731017190070412
695,36151012.86851437,43712828.20212907,7561815.333614701,11001423.166163487,7957842.450733247,0.27665336288410625
696,36133311.63387563,43675429.82130082,7542118.187425192,11001984.086687611,7965466.851080811,0.2759972393780303
697,36205951.73647881,43769186.25848756,7563234.52200875,11142358.547003463,8007192.7050533295,0.28137362738100724
698,36356142.05365154,43902843.06802047,7546701.014368933,11085379.89332095,8035909.347422567,0.2750894038133703
699,36452953.40476036,43987963.23438081,7535009.829620457,11009981.216372684,7976818.582371377,0.27549208072133324
700,36296478.05758156,43846890.42208329,7550412.364501726,11086989.49431712,8001478.030888323,0.27830020629228014
701,36031627.06019005,43580176.785551,7548549.725360951,11071245.732201096,7940033.824808767,0.28282381071942897
702,36346031.59701349,43859357.347657606,7513325.750644121,11013518.03616014,8019488.215127783,0.2718504488032077
703,36625243.91556291,44141992.41595263,7516748.500389722,11095098.610445252,8048012.769372737,0.2746335069256526
704,36242539.32593278,43774546.20085497,7532006.874922194,11033219.260913923,7957887.745304143,0.2787338348748667
705,36286803.16928844,43825933.93530879,7539130.7660203455,10988851.831668483,7968909.487119589,0.2748187336411072
706,35940374.97819817,43530985.01143046,7590610.033232282,11144381.776972475,7990761.558943495,0.2829784802011426
707,36519147.91316598,44047740.69943812,7528592.786272135,11030768.815716408,7980416.410059663,0.27653126056913346
708,36275529.66694592,43795536.918486945,7520007.251541034,10948183.660977526,7984478.054950433,0.27070294925637683
709,36322920.219863035,43876324.21034707,7553403.990484033,11030923.41677154,8025869.35400106,0.27242089798226343
710,36302839.048893996,43876064.16611083,7573225.117216831,11038952.022612136,8027419.846557363,0.27280960818436073
711,36324739.70112206,43851684.55461949,7526944.853497433,11065542.869860634,7998807.614588591,0.2771427747684165
712,36386178.11412893,43942472.718827374,7556294.604698442,10879582.723634483,7966566.657808258,0.26775071616469953
713,36569345.29295764,44116663.528632894,7547318.235675254,11035066.276130516,7997129.125807886,0.2752984961126933
714,36495566.21586209,44027391.83591591,7531825.620053823,11011169.66717075,8027922.315616846,0.27092919660009473
715,36664398.99652501,44200268.7493916,7535869.752866589,11106190.498545026,8055605.625453129,0.27467427949228324
716,36188559.40447373,43738398.59890633,7549839.194432603,10999124.783938982,7955415.726983894,0.27672284083907644
717,36147268.43005665,43692666.50135295,7545398.071296301,11034862.730443861,7986407.063733192,0.27625678190815606
718,36025677.37815573,43572268.94772022,7546591.569564489,10916559.058991035,7952986.432105949,0.27147497768028334
719,36258043.2430627,43794100.48353978,7536057.240477086,11091096.314880583,7995137.744091381,0.2791390934578261
720,36203612.753866665,43775494.386501074,7571881.632634403,11096897.574365528,8011853.039622173,0.278009643151973
721,36105125.014810674,43619800.20503214,7514675.190221472,11054839.5926771,7928477.692664524,0.282804818089222
722,36159443.82152786,43717437.04035278,7557993.218824923,11129823.438741455,7997909.519574767,0.2813983470991019
723,36495305.005314685,44036943.15143216,7541638.146117476,11035165.754258083,7983746.765612167,0.2765177303719684
724,36253314.86575649,43762939.30587382,7509624.440117335,11105602.211793892,8029756.34513176,0.27696344673642775
725,36478608.96613363,44044484.12603946,7565875.15990584,11046250.271052996,8011560.244379636,0.2747258076005981
726,36473535.206952095,44014303.581871934,7540768.374919843,10919778.84045694,7995879.365551509,0.2677617850713797
727,36224394.53653178,43777218.51333122,7552823.97679944,10995446.314000381,7978863.077075972,0.27434841213161365
728,36521581.18827342,44042187.316263735,7520606.127990315,11053676.638822872,8042047.90702229,0.27245493334074017
729,36340329.81579844,43909722.20162348,7569392.385825034,11102846.786868423,8009524.221571567,0.2786062551953249
730,36814467.70755536,44356266.55636157,7541798.848806205,11154720.175462129,8080470.852436487,0.2756007568695715
731,36627803.06192525,44165460.81748564,7537657.755560387,11017831.87987372,8008668.309322432,0.273117579153493
732,36547475.26424844,44100713.00333449,7553237.739086051,11131318.803658187,8046869.0572504,0.27709652385430883
733,36365387.0315914,43902075.824093625,7536688.792502219,11003981.093609804,7997657.090107474,0.2732033050518556
734,36251875.41808239,43834262.59074414,7582387.17266175,11066968.536899159,7998509.020914214,0.2772628751725622
735,36382071.419664904,43927003.30585326,7544931.886188361,10943818.207830256,8013861.762175324,0.2677270756890461
736,36632745.028733194,44146618.58239493,7513873.553661734,11088255.739895657,8030621.847987142,0.27575427223482196
737,36515600.32505308,44053800.38062681,7538200.05557373,11122752.46577253,8044218.134460669,0.27677810333236086
738,36610322.460411124,44172527.286302924,7562204.825891798,11080328.092378797,8045522.213724639,0.2738913372738068
739,36306321.90720599,43861482.92175724,7555161.014551254,11065379.102607748,8025596.68306322,0.2747110958745327
740,36289151.06790272,43796311.38287634,7507160.3149736095,11023481.873948108,8015606.554330334,0.2728607307575216
741,36551830.78472718,44080631.43349999,7528800.648772815,11084227.621937165,8096223.93587249,0.269572566351039
742,36615662.32512956,44164749.66277255,7549087.337642996,11091412.038588492,7987054.391867379,0.27988840698737383
743,36407161.405592985,43965704.0954367,7558542.6898437105,10985712.629919268,8028325.15486302,0.269203061711435
744,36516517.115836926,44065085.73142942,7548568.615592493,11099620.481969964,8021126.421577883,0.2773512901087685
745,36383914.10671435,43913299.76542001,7529385.658705654,10986922.976907719,8015001.205157101,0.2704962779840174
746,36187819.46679711,43728945.85039055,7541126.383593438,11135108.355979811,7994065.945196949,0.2820845842147598
747,36397474.686624914,43910404.76050602,7512930.073881108,11061873.65954755,8003444.874529539,0.27648379281373087
748,36538489.027580634,44095857.11135806,7557368.08377743,11088881.729204446,8055002.784899603,0.27359647423370115
749,36156162.57896312,43671197.13126018,7515034.552297054,11069125.565482667,7972095.370348294,0.27978995963258163
750,36120716.76976727,43668179.56700859,7547462.797241315,11020527.375617001,7987786.201396293,0.2751902037765153
751,36581450.427948244,44106884.39607191,7525433.968123675,10955695.097371953,7995195.035793689,0.2702247584718223
752,36251954.17207454,43785804.451256014,7533850.2791814795,10982223.177178733,7987024.876872203,0.2727315090928591
753,36519431.231843606,44022204.54265749,7502773.310813877,11177743.049862713,8039885.764475246,0.2807236909445692
754,36433932.78404933,43964760.11828683,7530827.334237503,11119788.125250673,8027134.626743738,0.27812162099421456
755,36518551.94064645,44040053.42083679,7521501.480190337,11139117.156071192,7984290.620118173,0.28322051844418683
756,36578620.03886435,44151162.5431127,7572542.50424835,11175493.957004506,8033436.844891553,0.2811559940170335
757,36472541.96257539,44028004.69669229,7555462.734116895,11018482.577326123,8009634.370416364,0.2730728288395517
758,36026108.05556228,43588480.84527177,7562372.789709498,10959852.040696047,7935087.038763594,0.2759859339980975
759,36605538.88301452,44153205.62387469,7547666.740860156,11193885.000317896,8084866.125219534,0.27774261349031804
760,36635586.57667639,44182165.06785327,7546578.491176889,11100055.661546659,8039860.953111068,0.2756918345046559
761,36621348.88966348,44135974.68832755,7514625.798664071,11133464.40658452,8066631.3047786215,0.27546080804750417
762,36526036.008446656,44084429.27113967,7558393.262693013,11101721.562885886,8039135.563967367,0.27586586292679477
763,36333426.785998866,43935171.6099381,7601744.823939238,10980570.096733741,7997234.913491433,0.2716921942085435
764,36250990.580121025,43795472.93536247,7544482.355241451,10920123.286468498,7974031.567265942,0.2697855731036627
765,36420935.86895481,43972911.83858245,7551975.9696276365,11000038.472797424,8012948.388460776,0.2715526942677138
766,36512095.44162918,44080269.90547518,7568174.463846004,11123060.524436243,8034777.165747736,0.27764690769270384
767,36292360.00486236,43827292.279397726,7534932.274535365,11130648.935238685,7974199.985865403,0.2835817541042225
768,36039098.45833441,43547799.52552511,7508701.067190701,10965262.109144345,7924941.608275691,0.27726838361056744
769,36400877.6211945,43942337.866054006,7541460.244859509,10948963.894253032,7959695.3930203235,0.2730183906078763
770,36380443.416071974,43943441.390067875,7562997.973995901,11085918.326635135,8030045.357226684,0.27565357053609
771,36243844.42119684,43795610.08867092,7551765.667474082,11051969.542246178,7933044.602283269,0.28220535064278013
772,36502758.74227886,44054362.46403281,7551603.721753953,11120172.772618061,7973925.131123034,0.2829315430460074
773,36334029.69806876,43844606.1770361,7510576.478967339,11073646.47265527,7981390.112362901,0.2792446343603472
774,36195958.64695563,43764102.94741757,7568144.300461942,10912396.73048139,7962570.21013061,0.27031884866420647
775,36274335.5195577,43827953.69486168,7553618.175303973,11034194.243795116,8020511.109034375,0.27312217531927463
776,36426831.95393811,43986228.857765056,7559396.903826943,11006130.006364534,8018732.008899453,0.2714303752306717
777,36269350.861822896,43787834.1309878,7518483.269164905,11034551.717953565,8023488.338842767,0.27287591341039275
778,36514071.45190607,44067177.84281777,7553106.390911695,11083462.561647711,8045389.429627484,0.27410866551152724
779,36278879.1920841,43827292.17053178,7548412.978447684,11017708.733146312,8032969.269747344,0.2709038272557982
780,36464941.95493075,43970848.37339769,7505906.418466939,11162036.831047682,8035951.6245186655,0.28006404689811426
781,36392406.91168971,43959947.698038295,7567540.786348574,11038523.65280017,8040465.162075726,0.27159958931318856
782,36273228.3054184,43815192.3156063,7541964.010187897,11115710.55173124,7997361.183004082,0.2805353156880721
783,36414009.67462918,43966059.719287485,7552050.044658303,11042339.072535994,7996049.985491346,0.27587353250374647
784,36194867.422043465,43725486.02745667,7530618.605413208,11013761.52614419,7962151.889901082,0.27707242698139717
785,36152205.98487257,43704573.8415176,7552367.856645024,11057701.359974246,7981771.913428287,0.27817078309601984
786,36340340.93396965,43901636.48001072,7561295.54604107,11083945.352826945,8044412.907628501,0.27422838605237404
787,36467634.10559498,44002274.49277668,7534640.387181693,11120143.211361,8033368.247761511,0.277584101654901
788,36389828.66961641,43926100.19630106,7536271.526684655,11037856.184169704,8015892.572422582,0.2737817526632725
789,36563974.63023675,44146903.570234284,7582928.9399975315,11182975.163417373,8105846.398018319,0.27516190641871396
790,36185809.00819694,43737263.26562165,7551454.257424703,10979299.09841652,7970754.223596502,0.2740197573498952
791,36510204.221674256,44053391.14379458,7543186.922120323,11065100.594379183,8044611.032678481,0.2729744330779099
792,36136757.993005425,43704855.90519341,7568097.912187993,10978900.326993816,8021379.988607414,0.26938220134076163
793,36179674.508090846,43733633.15743058,7553958.64933973,11022179.220542856,7994455.053115064,0.2746937884828434
794,36220830.0918497,43759846.27790241,7539016.186052708,11069916.615409752,7979329.14747684,0.2791879627738745
795,35991447.263250686,43533721.709398165,7542274.446147474,10851188.561326377,7898904.530005596,0.27207010684919053
796,35791541.54997745,43339794.084047325,7548252.534069878,10890041.07295341,7920327.526686677,0.27269993991504193
797,36180921.0940749,43704499.574062325,7523578.479987419,11062294.848709643,7980411.938550245,0.27859345210988323
798,36172959.30827774,43697823.829615146,7524864.521337407,11135351.662911832,7976501.342012106,0.28367764364558057
799,36308043.358623385,43851683.41711939,7543640.058496008,11076592.040310929,7978542.936263173,0.27969334726539147
800,36126089.63506219,43668176.94397424,7542087.30891205,11111448.445687376,7973459.042746,0.28241047225119476
801,36550698.05513397,44102626.41342685,7551928.35829288,11106985.509894442,8025509.097031118,0.2774358902438695
802,36210688.723901674,43767969.75028408,7557281.026382407,11030746.656216402,8002660.496734291,0.2745132540756546
803,36381490.89133354,43876273.54724052,7494782.655906974,11023563.051073253,8012860.398178229,0.2731152023121873
804,36503283.73619741,44044850.4167859,7541566.680588497,11029937.737462752,7989303.468963552,0.2756710274231018
805,36220053.90210731,43810555.48038942,7590501.578282112,11049174.07013604,8016002.914866245,0.2745156457864049
806,36332337.69209407,43893874.51092616,7561536.818832083,11110363.23123171,7988574.429414247,0.2809799046931229
807,36484180.34115037,44046531.37887424,7562351.03772386,11097489.112241726,8023616.119370657,0.2769881512638977
808,36536554.254170924,44065816.5827737,7529262.32860278,11050842.549726566,8030967.755815185,0.27327099995521187
809,36560690.39655197,44123572.11250704,7562881.715955078,11039377.363942243,8026698.5196302105,0.27290296771195643
810,36371603.94595812,43967222.74028871,7595618.794330588,10999404.712713124,7954086.328463884,0.2768621087948021
811,36635240.4491764,44172882.9699498,7537642.520773398,11048789.89857215,8016929.450578369,0.2744065617887795
812,36489083.11303829,44035130.452608034,7546047.339569746,11035232.64642314,7994898.901252283,0.2755115222837032
813,36572898.73735906,44134635.13900083,7561736.401641773,11072585.169387942,8037681.653759769,0.2740916840286479
814,36083586.05864669,43599731.77725133,7516145.718604643,11024142.654238882,7945845.326467511,0.27923235614043307
815,36363105.36727557,43980356.10640555,7617250.739129975,11064713.217539614,7982790.76361276,0.27853613494848084
816,36574850.83205571,44121103.82367997,7546252.991624266,11045757.298666451,8038648.720807545,0.27224105116106007
817,36289169.19142525,43838239.94227105,7549070.750845805,11022064.49910752,8015276.85688061,0.27279713727590466
818,36250175.47395571,43856208.748270184,7606033.274314476,11076804.464987384,8020333.41603681,0.2759343688526559
819,36459661.47668174,43999733.19190134,7540071.715219598,11105101.043059437,8025349.470571228,0.27732764974822255
820,36532228.55458394,44087441.18739874,7555212.6328147985,11057656.313989254,8012417.768593902,0.27539638228245183
821,35858383.57532159,43459110.41437247,7600726.839050869,11044408.66878064,7951804.09552254,0.28001540562329985
822,36270790.99238729,43819340.93810065,7548549.945713357,10969696.26687267,7985570.234462123,0.2720336060190011
823,36508927.23727016,44035908.95874998,7526981.721479813,11030558.202636894,8001179.683899817,0.27463510577487305
824,36733545.749665156,44247136.11621146,7513590.366546307,11079350.699112197,8068050.9824663345,0.27179388020339157
825,36632813.31192474,44169203.86036592,7536390.548441169,11102584.997551862,8043313.982409409,0.2755458315173473
826,36232917.8189186,43768568.86028549,7535651.041366877,11070822.134278797,7996564.303200735,0.2776901113386312
827,36040476.62474844,43600817.44576508,7560340.8210166395,10935194.37245921,7944612.696910421,0.27348226045992435
828,36467524.11415617,44000355.23531668,7532831.121160515,11052700.913228145,8034158.328228446,0.2731045206685212
829,36490454.42784433,44049345.03005685,7558890.602212517,11079425.26148532,8025094.861982529,0.2756758881817055
830,36343342.50858534,43900819.67703236,7557477.168447027,11140100.274956813,8059911.0968367355,0.2764956420584839
831,36215467.87425029,43749507.37763709,7534039.503386804,11053078.251408506,8016977.838625054,0.27468369839836776
832,36343953.58114009,43911450.65798699,7567497.076846901,11101329.372753503,8013408.940655908,0.2781577168295194
833,36077121.224900745,43647985.87632205,7570864.651421311,11008493.392537871,8030682.238803169,0.27050124368092165
834,35973264.75303201,43533392.31254797,7560127.559515964,11005410.97365824,8007007.745742906,0.272448092587555
835,36271649.744186476,43813690.84777936,7542041.103592883,11022812.480453843,7998311.658875937,0.2743855823494313
836,36419797.005597204,43960474.441596515,7540677.435999315,10971834.5666135,7958508.586169417,0.2746419445307183
837,36647387.973453864,44222683.1052479,7575295.131794032,11101934.889117785,8061962.592123962,0.2738236467206839
838,36262410.26595896,43814241.30715434,7551831.041195378,11009963.596444208,7956473.063888962,0.2773388400249938
839,36501182.7655313,44095131.12619041,7593948.360659104,11088518.246186871,8033044.455421908,0.2755529388983674
840,36206059.432187214,43760558.14794693,7554498.715759719,11083674.26861223,8003124.337727595,0.2779358050613613
841,36407997.66376635,43960776.40802273,7552778.744256383,11104217.294998808,8014734.186342563,0.27822610334252984
842,36582263.85569256,44110082.48112862,7527818.62543606,11040642.7039918,8006204.945489839,0.2748424924035306
843,36380908.04573551,43968734.80410955,7587826.758374043,11063749.17115637,7973494.209453802,0.279313541358926
844,36489595.14804168,44059957.58979566,7570362.441753978,11212026.091290299,7991778.791164404,0.2872136823359197
845,36432148.26271085,43990129.65946002,7557981.396749182,11071467.007027714,8020700.176723607,0.27555217645210023
846,36060748.7556788,43615122.11755783,7554373.361879025,11050151.822468344,7939825.527201188,0.28147362545217797
847,36333252.18116377,43861223.41617023,7527971.235006456,11110896.578028379,7990693.8830595855,0.2808236646841754
848,36469361.84217266,44022668.32829596,7553306.486123292,11037050.13706953,7999459.790667936,0.2752175906313416
849,36586984.07483648,44114279.870323285,7527295.795486802,10985084.30882693,8041016.269908517,0.26800595754670214
850,36595943.23163157,44183640.23949376,7587697.007862191,11082765.150860235,8054639.112063655,0.27322838637986835
851,36582800.919952095,44118494.352928504,7535693.432976415,11062698.89861991,8038766.655334501,0.27334489268822554
852,36609403.208841056,44145424.62244421,7536021.413603151,11124190.368532727,7989174.781818761,0.28181966353093546
853,36566689.61201912,44134952.79824428,7568263.186225167,11034907.346706964,8072593.50079013,0.26844936281235265
854,36430862.50810896,43970789.192625746,7539926.6845167875,11149931.441864278,8080653.279141814,0.275273276676693
855,36212172.08815887,43746913.27568978,7534741.187530905,11023945.46423178,7968844.150645121,0.2771332027629509
856,36568411.86427777,44112381.230481535,7543969.3662037635,11091794.40535926,8084796.750390269,0.27110109916174524
857,36295819.31076788,43879230.05452942,7583410.743761538,11055854.422560891,7978399.4755438,0.27835523419493924
858,36311612.574559495,43874681.3505771,7563068.7760176,11009684.00935683,8011257.983915584,0.2723444217738643
859,36339390.12875643,43895338.166903496,7555948.038147073,11031638.451716846,8025875.028695924,0.27246754289279096
860,36448591.719799966,43999292.125147,7550700.405347035,10995786.420815652,8035234.475083423,0.26924422068872994
861,36119912.62331422,43651221.278839074,7531308.655524848,10972908.953502035,7945528.825702267,0.275895857755529
862,36275955.0853927,43831438.00222473,7555482.916832024,11082741.805822024,7999624.88022724,0.2781908105063993
863,36055536.92627533,43620741.071361884,7565204.14508655,11002062.264278201,7974940.792131234,0.2751412780107152
864,36172069.940504126,43719430.849703,7547360.909198875,11187686.906158246,8026944.098308988,0.282519776819052
865,36361325.40939604,43916342.13436045,7555016.724964408,11071172.589758301,7977033.537764011,0.2794770858198535
866,36451948.517321534,43973534.07588866,7521585.558567134,11028618.68100455,8027488.0694049,0.27212207606458744
867,36642713.93525415,44187141.6695113,7544427.734257154,11053738.914029097,8066944.928390501,0.2702066702378722
868,36370562.89995711,43927525.490215056,7556962.590257944,11079831.0120303,8021296.262125926,0.2760452525479375
869,36462279.540356345,44000436.74808886,7538157.207732509,11073844.6858363,8030687.988576459,0.2748057954209985
870,36337825.310901344,43912593.31422874,7574768.003327395,11048596.59341377,7985188.27711953,0.2772667361319339
871,36496156.81203407,44018402.60869562,7522245.796661555,11072455.501553275,8021562.046654805,0.27553901250454177
872,36245077.66983766,43810296.44116573,7565218.771328073,11005599.042017136,7944965.741173246,0.27809783812394173
873,36317260.62932837,43841466.45832695,7524205.828998574,10908356.128850551,7957417.927169799,0.2705208893827802
874,36462374.55682741,43973810.8821517,7511436.325324284,11026923.934598776,8054805.297968503,0.26953288643850754
875,36163955.9612523,43732223.29158656,7568267.33033426,10852498.520466508,7935058.919585822,0.2688265375368396
876,36118403.24677584,43654405.5135067,7536002.266730863,10878831.358923238,7925646.848210385,0.27146155807356426
877,36458828.86253739,44020937.85717423,7562108.994636844,11096240.31816482,8044575.126241066,0.27501794341350944
878,36637109.94973203,44178242.23294478,7541132.283212753,11050135.572578596,8063659.396078289,0.2702660213428857
879,36291030.645393714,43801043.444737904,7510012.799344182,11009762.598443758,7995312.143944587,0.27379795227603426
880,36219042.32126871,43792801.68605796,7573759.364789255,10926634.086387286,7943722.587952954,0.2729945447839723
881,36224933.00230415,43787457.545141995,7562524.54283784,11043859.916745884,7977099.889245134,0.2776891458801103
882,36423014.42202684,43972618.42287314,7549604.000846302,10974626.02123007,7967422.317238786,0.2740142304780083
883,36146914.38206033,43702934.42052897,7556020.038468646,11071143.826287476,7980273.351044295,0.279182578037165
884,36214574.92499296,43767945.26347998,7553370.33848701,10953141.841550741,7984553.364750354,0.2710262059730705
885,36492039.401512384,44048948.41640234,7556909.014889958,11067714.384856077,8005408.876165478,0.27668815820552284
886,36560314.24407287,44046520.67249941,7486206.42842654,11054704.49914276,8013372.335990492,0.27511655000711316
887,36256830.90000519,43767276.306330845,7510445.406325655,10928941.58205012,7971829.690651422,0.27057623734173025
888,36251927.18266782,43769171.23238262,7517244.049714804,11054744.853104867,7988786.498222635,0.277343203811811
889,36459350.54392874,44011696.3572035,7552345.813274756,11039576.674153153,8033921.219042083,0.2722618397268964
890,36390437.08532203,43960613.108443104,7570176.023121076,11000494.208541632,8016005.320615904,0.27130498242600226
891,36480103.39784734,44072513.26278219,7592409.8649348505,11087245.041934095,7985248.9129551295,0.2797806053033571
892,36226538.964812994,43793405.043300785,7566866.078487788,11124297.527558507,7999350.204928738,0.28091187914457133
893,36370221.40526495,43927996.93154223,7557775.526277275,11035434.192358054,7980979.105392097,0.27678612673719194
894,36526057.30510451,44085145.62271048,7559088.317605973,10938237.000850342,8014009.441797007,0.26733993410693196
895,36292549.878292635,43788975.809888095,7496425.931595452,10980952.55254502,7968118.235605127,0.2743691225805013
896,36528033.851075485,44068083.22950365,7540049.378428161,11024856.591708018,8050603.407760156,0.26977704056348883
897,36129378.54424632,43700203.91633686,7570825.3720905315,10932100.417182371,7922036.911761633,0.2753417358561502
898,36250084.40834923,43801241.804307595,7551157.395958364,11134693.868337406,8044291.953178945,0.27754709304997793
899,36422289.27214007,43938630.13277991,7516340.860639848,10936230.176517542,7989571.564842258,0.26944006884588073
900,36277011.1299663,43841267.46059724,7564256.330630931,11014988.442385627,7974379.97697661,0.2760428194103926
901,36471059.54525659,43978110.06072341,7507050.515466818,11105152.33893853,8052137.781074002,0.27491874624354284
902,36313961.37262568,43892759.629920274,7578798.257294599,11138521.750996547,7999090.321655894,0.28185350798994246
903,36052893.3392299,43605913.27752489,7553019.938294984,11093006.53256212,7983336.287075338,0.28032709043835297
904,36630265.99571371,44152269.4533153,7522003.457601595,11067094.581338018,8091874.5656193,0.2688347871116696
905,36656935.55771576,44237607.01014006,7580671.452424302,11157165.57207711,8055954.3065847205,0.2779569098852266
906,36428882.13990242,44030338.81819992,7601456.678297498,11078521.907195974,8047546.985022461,0.27359019078210833
907,36463934.02724223,44013030.87661872,7549096.849376494,11022087.305380566,8051139.976906938,0.26954489164890977
908,36581938.304783,44084013.966069385,7502075.661286386,11070013.76837464,8073194.117664805,0.27071507889821217
909,36446947.46688203,44017978.94793991,7571031.481057883,11040056.172863545,8020774.187944571,0.2734842955183841
910,36342740.62780666,43887859.644618176,7545119.016811512,10981220.37490787,7981399.815312579,0.2731773388729992
911,36387718.50212707,43915242.78508065,7527524.28295357,11085274.807748852,8019883.33254355,0.2765282348311767
912,36305697.2372359,43861492.73306607,7555795.495830171,11100546.671586366,8042801.523343589,0.2754589696081876
913,36310799.92794502,43867520.85555741,7556720.9276123885,11076058.251348538,7996087.284890765,0.27807464501938484
914,36435705.773225494,43968216.569038816,7532510.795813331,11096558.988219187,8056843.649868514,0.273933148246932
915,36484831.03768765,44055835.54787604,7571004.5101883765,11149668.023829145,8016540.875539371,0.28100631710232393
916,36630879.72639106,44127260.21376105,7496380.487369988,11074604.707574602,8064007.148043412,0.2718469542729645
917,35898051.55986521,43470616.78218555,7572565.222320345,10939181.305236293,7937103.58934349,0.2744334911476226
918,36080511.64972372,43660340.96781445,7579829.31809073,11089269.929381454,7946347.673682116,0.28342012375152337
919,36269951.993873134,43824393.76898046,7554441.775107324,11102340.242479147,8025534.424976261,0.27713128496373995
920,36735375.512919806,44250564.08947141,7515188.576551604,11059219.957553301,8085328.565177142,0.26890607147613793
921,36465608.04421063,43983721.66279214,7518113.618581503,11098144.126386166,8034990.390258543,0.27600594308780724
922,36458624.02741997,44026438.921490975,7567814.894071007,11086997.203887662,8028120.131040006,0.27589770400366465
923,36455695.96505591,44043234.37090905,7587538.405853134,11100515.248947442,8027650.189409014,0.2768218403041966
924,36670789.83941683,44234799.30793464,7564009.468517808,11199518.281886771,8076904.004266435,0.2788168382805008
925,36297411.17562359,43884716.69383126,7587305.518207679,11068576.95858292,7970023.407377306,0.2799414561420109
926,36298678.78416555,43848985.972480096,7550307.188314541,10998905.49714527,7954481.938650774,0.2767933190520336
927,36041192.27654741,43571000.33267918,7529808.0561317755,11136536.749101514,7988838.488174777,0.2826460624018226
928,36601239.560952,44156429.58085441,7555190.019902412,10993370.757233776,8058790.050255575,0.2669409384785108
929,36463859.98424304,44015348.58413381,7551488.599890765,11101577.101396345,8032891.872915598,0.27641885476747
930,36585810.70258318,44124259.61682516,7538448.914241982,11136770.969950447,8045698.694791416,0.2775555215689943
931,36486315.64649068,44031892.65834652,7545577.011855842,11090173.941534828,8059450.483335771,0.27328006523400117
932,36338405.905512,43847090.18981797,7508684.284305973,10989092.03882724,7975954.368414923,0.27419350568419487
933,36257783.919713534,43825162.55532533,7567378.635611793,11051311.506768864,8016787.867336964,0.27458493388529237
934,36410573.87380974,43950872.93163238,7540299.057822635,11037155.87169002,8035171.104142083,0.2719889799914795
935,36406287.31646334,43952906.359859414,7546619.043396087,11157541.650487795,8049430.652297687,0.2785659328508288
936,36060724.49558096,43582317.496635444,7521593.001054489,10969157.17183979,7944396.846474378,0.27575138891533335
937,36590920.34072884,44156122.84100787,7565202.500279031,11097062.655139923,8024693.326711976,0.27686329472104865
938,36278525.247202225,43807093.07818865,7528567.830986422,10980394.152337946,7952661.60789471,0.2757398780442295
939,36387845.59223588,43984114.118487306,7596268.526251423,11107236.837522624,8046250.603514643,0.2755848532613722
940,36455301.371276915,44013991.89973124,7558690.528454334,11012301.277103042,7973526.43793702,0.27594367087325267
941,36210676.320432924,43758175.36820901,7547499.047776088,11103806.468099007,7962437.41911418,0.28290920397522346
942,36159244.55993449,43680760.79137149,7521516.231437001,11074934.995662846,7964120.580761674,0.2808878260792886
943,36411512.57733266,43974773.66126272,7563261.083930052,10929856.041854588,8003830.94849341,0.26770938996417815
944,36093367.116081454,43639096.92298,7545729.806898553,10979658.720411718,7964134.06960527,0.2746464828820627
945,36495666.01407494,44050215.30342192,7554549.289346984,11082130.138329586,8084741.033757677,0.2704704842081656
946,36503780.23941973,44119401.65494908,7615621.415529351,11028086.983917136,8044347.309691489,0.2705582281475471
947,36407699.16032385,43970621.336944334,7562922.176620489,11050069.645701101,7989749.492892907,0.27695030447149943
948,36289782.1317843,43861232.18152495,7571450.049740658,11033258.323095072,7994854.0421857685,0.2753859460128152
949,36382627.9451104,43924063.496562794,7541435.551452395,11086517.820417847,8025221.5440754,0.2761278451836799
950,36373544.02942006,43937901.96902634,7564357.939606283,11008615.00063682,8033523.392854467,0.27025121757916426
951,36284786.4234702,43841643.75142216,7556857.327951965,11023242.519455757,8070859.085967528,0.2678325754220996
